Source,Target,Decision,Reason,NER_Status,tokens_src,tokens_tgt
sexual harassment is more likely to stop if you know how to react to it!,"deebii akkamii kennuu akka qabdu yoo beekte, balaa kanarraa of eeguu dandeessa!",KEEP,VALID,CONSISTENT,sexual harassment is more likely to stop if you know how to react to it!,"deebii akkamii kennuu akka qabdu yoo beekte, balaa kanarraa of eeguu dandeessa!"
how important is it to do that?,akkas gochuun hammam barbaachisaa dha?,KEEP,VALID,CONSISTENT,how important is it to do that?,akkas gochuun hammam barbaachisaa dha?
"that incident gives us confidence that jesus will protect all obedient mankind during his rule as king. daniel , .","seenaan kun, yesus ennaa mootii ta'ee bulchutti namoota ajajamoo ta'aniif eegumsa akka godhu nuuf mirkaneessa. daani'el , .",KEEP,VALID,CONSISTENT,"that incident gives us confidence that jesus will protect all obedient mankind during his rule as king. daniel , .","seenaan kun, yesus ennaa mootii ta'ee bulchutti namoota ajajamoo ta'aniif eegumsa akka godhu nuuf mirkaneessa. daani'el , ."
"when king david was disciplined for committing serious sins, he accepted the reproof and was forgiven.","daawit cubbuu cimaa hojjechuusaatiin yeroo adabametti, adaba sana waan fudhateef dhiifama argateera.",KEEP,VALID,CONSISTENT,"when king david was disciplined for committing serious sins, he accepted the reproof and was forgiven.","daawit cubbuu cimaa hojjechuusaatiin yeroo adabametti, adaba sana waan fudhateef dhiifama argateera."
"what he discerned through his study of the books possibly including leviticus, isaiah, jeremiah, hosea, and amos moved him to seek jehovah in fervent prayer.","qorannaan caaffata qulqullaa oo tarii macaafa lewwootaa, isaayaas, ermiyaas, hose aafi amos dabalatan qayyabachuudhaan godhe, kadhannaa garaadhaa maddeen yihowaa barbaaduuf isa kakaaseera.",KEEP,VALID,CONSISTENT,"what he discerned through his study of the books possibly including leviticus, isaiah, jeremiah, hosea, and amos moved him to seek jehovah in fervent prayer.","qorannaan caaffata qulqullaa oo tarii macaafa lewwootaa, isaayaas, ermiyaas, hose aafi amos dabalatan qayyabachuudhaan godhe, kadhannaa garaadhaa maddeen yihowaa barbaaduuf isa kakaaseera."
"what kind of treasures should we store up, and why?",qabeenya akkamii walitti qabachuu qabna? maaliif?,KEEP,VALID,CONSISTENT,"what kind of treasures should we store up, and why?",qabeenya akkamii walitti qabachuu qabna? maaliif?
these aspects of the new personality will help us to imitate god and be of comfort to others. cor.,amalawwan namummaa haaraa kun waaqayyoon akka fakkaannuu fi warra kaan jajjabeessuuf nu gargaara. qor.,KEEP,VALID,CONSISTENT,these aspects of the new personality will help us to imitate god and be of comfort to others. cor.,amalawwan namummaa haaraa kun waaqayyoon akka fakkaannuu fi warra kaan jajjabeessuuf nu gargaara. qor.
the very first prophecy uttered after the original human couple rebelled spoke of jehovah s purpose to raise up a seed who would be bruised in the heel by satan and his seed.,"raajiin inni jalqabaa, haati manaafi abbaan manaa warri jalqabaa waaqayyorratti erga ka'anii booda dubbatame, kaayyoo yihowaan sanyii, seexanniifi sanyiinsaa koomeesaa iddan kaasuuf qabu dubbata. uma.",KEEP,VALID,CONSISTENT,the very first prophecy uttered after the original human couple rebelled spoke of jehovah s purpose to raise up a seed who would be bruised in the heel by satan and his seed.,"raajiin inni jalqabaa, haati manaafi abbaan manaa warri jalqabaa waaqayyorratti erga ka'anii booda dubbatame, kaayyoo yihowaan sanyii, seexanniifi sanyiinsaa koomeesaa iddan kaasuuf qabu dubbata. uma."
"what human struggles are featured in genesis, and why is this of interest?",seera uumamaa keessatti walitti bu'iinsi namoota gidduutti uumame akkamii ibsameera?,KEEP,VALID,CONSISTENT,"what human struggles are featured in genesis, and why is this of interest?",seera uumamaa keessatti walitti bu'iinsi namoota gidduutti uumame akkamii ibsameera?
the universe truly is a marvel of organization.,dhuguma iyyuu uumamni cufti karaa dinqisiisaa ta'een kan gurmaa'e dha.,KEEP,VALID,CONSISTENT,the universe truly is a marvel of organization.,dhuguma iyyuu uumamni cufti karaa dinqisiisaa ta'een kan gurmaa'e dha.
"and footnote from what two things was paul under pressure, and what releasing did he desire?",yaanni lamaan phaawulosiin dhiphise maal ture? innoo furmaata akkamii argachuuf hawwee ture?,KEEP,VALID,CONSISTENT,"and footnote from what two things was paul under pressure, and what releasing did he desire?",yaanni lamaan phaawulosiin dhiphise maal ture? innoo furmaata akkamii argachuuf hawwee ture?
"but i do read the bible every day, attend meetings when my health permits, and enjoy participating in the ministry as much as i can.","ta'us, guyyaa guyyaadhaan kitaaba qulqulluu nan dubbisa hamma haalli fayyaa koo heyyametti gumii irratti nan argama akkasumas hamman danda'e tajaajila irratti nan hirmaadha.",KEEP,VALID,CONSISTENT,"but i do read the bible every day, attend meetings when my health permits, and enjoy participating in the ministry as much as i can.","ta'us, guyyaa guyyaadhaan kitaaba qulqulluu nan dubbisa hamma haalli fayyaa koo heyyametti gumii irratti nan argama akkasumas hamman danda'e tajaajila irratti nan hirmaadha."
"at a diplomatic function, herod clothed himself with royal raiment.","herodis, guyyaa qophiin addaa godhame tokkotti uffata mootii uffatee ture.",KEEP,VALID,CONSISTENT,"at a diplomatic function, herod clothed himself with royal raiment.","herodis, guyyaa qophiin addaa godhame tokkotti uffata mootii uffatee ture."
"although the israelites were forbidden to consume the layers of animal fat, they could eat rich, tasty food.","kanaaf, caqasni kun mucaan leenjii sirrii argate haala akkamii keessattiyyuu irraa hin kaatu jechuusaa utuu hin ta in bu aa argamu ibsa.",KEEP,VALID,CONSISTENT,"although the israelites were forbidden to consume the layers of animal fat, they could eat rich, tasty food.","kanaaf, caqasni kun mucaan leenjii sirrii argate haala akkamii keessattiyyuu irraa hin kaatu jechuusaa utuu hin ta in bu aa argamu ibsa."
this format highlights the poetic elements for emphasis and serves as a memory aid.,"haala kanaan kan qopheeffaman, haala walalootiin qopheeffamuu isaanii argisiisuu fi salphaatti akka yaadataman gochuufi dha.",KEEP,VALID,CONSISTENT,this format highlights the poetic elements for emphasis and serves as a memory aid.,"haala kanaan kan qopheeffaman, haala walalootiin qopheeffamuu isaanii argisiisuu fi salphaatti akka yaadataman gochuufi dha."
"well, accepting jesus and being baptized in his name means recognizing his role in our relationship with the creator.","yesusitti amanuufi maqaasaatiin cuuphamuu jechuun, ga ee inni uumaa keenyaa wajjin hariiroo akka qabaannu gochuuf qabu amananii fudhachuu jechuudha.",KEEP,VALID,CONSISTENT,"well, accepting jesus and being baptized in his name means recognizing his role in our relationship with the creator.","yesusitti amanuufi maqaasaatiin cuuphamuu jechuun, ga ee inni uumaa keenyaa wajjin hariiroo akka qabaannu gochuuf qabu amananii fudhachuu jechuudha."
"for everything there is an appointed time, wrote wise king solomon.","mootii ogeessa kan ta e solomoon, wanti hundinuu yeroo qaba jechuudhaan barreesseera.",KEEP,VALID,CONSISTENT,"for everything there is an appointed time, wrote wise king solomon.","mootii ogeessa kan ta e solomoon, wanti hundinuu yeroo qaba jechuudhaan barreesseera."
they have also learned that they inherited sin from adam.,addaamirraa cubbuu akka dhaalanis hubataniiru.,KEEP,VALID,CONSISTENT,they have also learned that they inherited sin from adam.,addaamirraa cubbuu akka dhaalanis hubataniiru.
the first stage of the struggle began in june .,sadarkaan jalqabaa qabsoo kanaa waxabajjii jalqabame.,KEEP,VALID,CONSISTENT,the first stage of the struggle began in june .,sadarkaan jalqabaa qabsoo kanaa waxabajjii jalqabame.
"although he was the mighty son of god, jesus displayed empathy and tenderness, especially toward those in need.","yesus ilma waaqayyoo, humnaafi aangoo guddaa qabu ta us, namootatti, keessumaa warra rakkina keessa jiranitti gara laafinaafi oo a argisiiseera.",KEEP,VALID,CONSISTENT,"although he was the mighty son of god, jesus displayed empathy and tenderness, especially toward those in need.","yesus ilma waaqayyoo, humnaafi aangoo guddaa qabu ta us, namootatti, keessumaa warra rakkina keessa jiranitti gara laafinaafi oo a argisiiseera."
christ has entrusted his servants with the precious responsibility of preaching see paragraph,kiristos hojii lallabaa tajaajiltoota isaatti imaanaa kenneera keeyyata ilaali,KEEP,VALID,CONSISTENT,christ has entrusted his servants with the precious responsibility of preaching see paragraph,kiristos hojii lallabaa tajaajiltoota isaatti imaanaa kenneera keeyyata ilaali
"the chair of the previous day meeting recapped the issues on which convergence is reached, including the rules on the first stage filling, volume of environmental flow, guidelines for first stage filling, the drought management rules, rules on dam safety, environmental and social impact assessment studies, and entry into force of the guidelines and rules.","dura tahaan walgahii guyyaa duraanii seera guutinsa marsaa duraa, hamma ya'aa naannoo, qajeelfamoota guutinsa sadarkaa duraa, seerota ittiin gogiinsi to'atamu, seerota nageenya hidhaa, qorannoowan madaallii dhiibbaa naannoo fi hawaasaa, fi hojiirra oolmaa qajeelfamoota fi seerota dabalatee, dhimmoota irratti waliigalteen gahame yaadachiisan.",KEEP,VALID,CONSISTENT,"the chair of the previous day meeting recapped the issues on which convergence is reached, including the rules on the first stage filling, volume of environmental flow, guidelines for first stage filling, the drought management rules, rules on dam safety, environmental and social impact assessment studies, and entry into force of the guidelines and rules.","dura tahaan walgahii guyyaa duraanii seera guutinsa marsaa duraa, hamma ya'aa naannoo, qajeelfamoota guutinsa sadarkaa duraa, seerota ittiin gogiinsi to'atamu, seerota nageenya hidhaa, qorannoowan madaallii dhiibbaa naannoo fi hawaasaa, fi hojiirra oolmaa qajeelfamoota fi seerota dabalatee, dhimmoota irratti waliigalteen gahame yaadachiisan."
jehovah understands your limitations and urges you to respect them too.,waaqayyo humnikee murtaa'aa akka ta'e beeka atis humnakee beektee akka jiraattu si jajjabeessa.,KEEP,VALID,CONSISTENT,jehovah understands your limitations and urges you to respect them too.,waaqayyo humnikee murtaa'aa akka ta'e beeka atis humnakee beektee akka jiraattu si jajjabeessa.
"he says i have noticed that when i compliment young brothers on specific points in their ministry or for giving well thought out comments, they grow in confidence.","obboleessi kun akkas jedheera yeroon dhimma tajaajilaa wajjin wal qabate tokko adda baasee ykn gumii keessatti deebii itti yaadame deebisuusaaniitiif obboloota dargaggoota ta'an galateeffadhu, ofitti amanamummaa isaan qaban akka dabalu hubadheera.",KEEP,VALID,CONSISTENT,"he says i have noticed that when i compliment young brothers on specific points in their ministry or for giving well thought out comments, they grow in confidence.","obboleessi kun akkas jedheera yeroon dhimma tajaajilaa wajjin wal qabate tokko adda baasee ykn gumii keessatti deebii itti yaadame deebisuusaaniitiif obboloota dargaggoota ta'an galateeffadhu, ofitti amanamummaa isaan qaban akka dabalu hubadheera."
one doctor compared using the bible for guidance to using a textbook from the s for teaching a chemistry class.,doktarri tokko qajeelfama argachuuf kitaaba qulqulluutti fayyadamuun barumsa keemistirii barsiisuuf kitaaba bara n keessa qophaa'e fayyadamuu wajjin tokko akka ta'e dubbateera.,KEEP,VALID,CONSISTENT,one doctor compared using the bible for guidance to using a textbook from the s for teaching a chemistry class.,doktarri tokko qajeelfama argachuuf kitaaba qulqulluutti fayyadamuun barumsa keemistirii barsiisuuf kitaaba bara n keessa qophaa'e fayyadamuu wajjin tokko akka ta'e dubbateera.
"to those who keep on asking in faith, jehovah grants wisdom needed to endure trials. jas.",yihowaan namoota amantiin kadhataniif ogummaa qorumsa irra ga e jala ija jabinaan dhaabachuuf isaan gargaaru kenna. yaq.,KEEP,VALID,CONSISTENT,"to those who keep on asking in faith, jehovah grants wisdom needed to endure trials. jas.",yihowaan namoota amantiin kadhataniif ogummaa qorumsa irra ga e jala ija jabinaan dhaabachuuf isaan gargaaru kenna. yaq.
you can have this in mind when you invite them for a meal you could first ask what they would feel comfortable eating or would like to try.,yeroo isaan afeertan kana xiyyeeffannaa keessa galchuu ni dandeessu akkasumas wanti isaan nyaachuu barbaadan maal akka ta'e ykn nyaanni haaraan yaaluu barbaadan yoo jiraate dursitanii gaaffachuu ni dandeessu.,KEEP,VALID,CONSISTENT,you can have this in mind when you invite them for a meal you could first ask what they would feel comfortable eating or would like to try.,yeroo isaan afeertan kana xiyyeeffannaa keessa galchuu ni dandeessu akkasumas wanti isaan nyaachuu barbaadan maal akka ta'e ykn nyaanni haaraan yaaluu barbaadan yoo jiraate dursitanii gaaffachuu ni dandeessu.
"in contrast with the people who show the widespread lack of love today, those who worship jehovah have genuine love for their fellow man.","namoota yeroo har'aatti jaalala dhabanii jiran irraa haala faallaa ta'een, namoonni yihowaa waaqeffatan warra kaaniif jaalala dhugaa qabu.",KEEP,VALID,CONSISTENT,"in contrast with the people who show the widespread lack of love today, those who worship jehovah have genuine love for their fellow man.","namoota yeroo har'aatti jaalala dhabanii jiran irraa haala faallaa ta'een, namoonni yihowaa waaqeffatan warra kaaniif jaalala dhugaa qabu."
what is the best way to conquer evil with good?,karaan wanta hamaa gaariidhaan mo uuf nu gargaaru inni guddaan isa kami?,KEEP,VALID,CONSISTENT,what is the best way to conquer evil with good?,karaan wanta hamaa gaariidhaan mo uuf nu gargaaru inni guddaan isa kami?
"it reveals that jehovah created us with free will that is, the capacity and freedom to make our own intelligent choices.",yihowaan mirga filannoo qabaannee akka uumamne ibsa kana jechuun dandeettii yaaduu fi mirga filannoo mataa keenyaa gochuu qabna jechuu dha.,KEEP,VALID,CONSISTENT,"it reveals that jehovah created us with free will that is, the capacity and freedom to make our own intelligent choices.",yihowaan mirga filannoo qabaannee akka uumamne ibsa kana jechuun dandeettii yaaduu fi mirga filannoo mataa keenyaa gochuu qabna jechuu dha.
"paul wrote let each one keep seeking, not his own advantage, but that of the other person.","phaawulos, namni waan isatti tolu utuu hin ta in, waan nama kan biraatti tolu haa barbaadu!",KEEP,VALID,CONSISTENT,"paul wrote let each one keep seeking, not his own advantage, but that of the other person.","phaawulos, namni waan isatti tolu utuu hin ta in, waan nama kan biraatti tolu haa barbaadu!"
why would it be unwise to compare what you do to promote jehovah s purposes with what others do?,"hojii kaayyoo yihowaa galmaan ga'uuf hojjennu keessatti, wanta namoonni kaan hojjetan kan keenyaa wajjin wal bira qabnee ilaaluu hin qabnu kan jennu maaliifi?",KEEP,VALID,CONSISTENT,why would it be unwise to compare what you do to promote jehovah s purposes with what others do?,"hojii kaayyoo yihowaa galmaan ga'uuf hojjennu keessatti, wanta namoonni kaan hojjetan kan keenyaa wajjin wal bira qabnee ilaaluu hin qabnu kan jennu maaliifi?"
"today, the truth about the direction of the water cycle is common knowledge.",yeroo ammaatti haalli marsaa bishaanii namoota hunda biratti beekamaadha.,KEEP,VALID,CONSISTENT,"today, the truth about the direction of the water cycle is common knowledge.",yeroo ammaatti haalli marsaa bishaanii namoota hunda biratti beekamaadha.
"you can apologize to the person you wronged, perhaps restoring good relations.","haaluma walfakkaatuun, dhiphachuu mannaa wanta gochuu dandeessu gochuunkee bu'aa gaarii argamsiisuu danda'a.",KEEP,VALID,CONSISTENT,"you can apologize to the person you wronged, perhaps restoring good relations.","haaluma walfakkaatuun, dhiphachuu mannaa wanta gochuu dandeessu gochuunkee bu'aa gaarii argamsiisuu danda'a."
"man made national boundaries, which today in some sense mark every human as a foreigner, will no longer exist.",yeroo sanatti daangaan biyyaa namoonni hundeessaniifi namoonni hundi akka ormaatti akka wal ilaalan godhu hin jiraatu.,KEEP,VALID,CONSISTENT,"man made national boundaries, which today in some sense mark every human as a foreigner, will no longer exist.",yeroo sanatti daangaan biyyaa namoonni hundeessaniifi namoonni hundi akka ormaatti akka wal ilaalan godhu hin jiraatu.
"wonderful events await the unnumbered great crowd survivors of the great tribulation, which will bring a total end to the present wicked system of things. rev.",tuuta sonaan baay'ee warra rakkina guddaa isa sirna hamaa kana guutummaatti balleessu jalaa oolan wanta dinqisiisaatu isaan eeggata. mul.,KEEP,VALID,CONSISTENT,"wonderful events await the unnumbered great crowd survivors of the great tribulation, which will bring a total end to the present wicked system of things. rev.",tuuta sonaan baay'ee warra rakkina guddaa isa sirna hamaa kana guutummaatti balleessu jalaa oolan wanta dinqisiisaatu isaan eeggata. mul.
some said that they would go to this website whenever they needed advice.,jedhu turan. tokko tokko gorsa yeroo barbaadan hundatti weebsaayitii kana akka daawwatan dubbataniiru.,KEEP,VALID,CONSISTENT,some said that they would go to this website whenever they needed advice.,jedhu turan. tokko tokko gorsa yeroo barbaadan hundatti weebsaayitii kana akka daawwatan dubbataniiru.
how can youths demonstrate their zeal for the truth?,dargaggoonni hinaaffaa dhugaaf qaban argisiisuu kan danda an akkamitti?,KEEP,VALID,CONSISTENT,how can youths demonstrate their zeal for the truth?,dargaggoonni hinaaffaa dhugaaf qaban argisiisuu kan danda an akkamitti?
what is a particularly effective way to provide consolation?,karaan keessumaa bu'a qabeessi namoota itti jajjabeessinu isa kami?,KEEP,VALID,CONSISTENT,what is a particularly effective way to provide consolation?,karaan keessumaa bu'a qabeessi namoota itti jajjabeessinu isa kami?
"only three months later, we were assigned to the district work in flanders.","ji a sadii qofa erga achi turree booda, daawwataa olaanaa koonyaa ta een filaandarsitti ramadame.",KEEP,VALID,CONSISTENT,"only three months later, we were assigned to the district work in flanders.","ji a sadii qofa erga achi turree booda, daawwataa olaanaa koonyaa ta een filaandarsitti ramadame."
"if there is no smile in return, it could mean that there is a problem, and just listening to the other person may bring comfort. jas.","innis deebisee yoo seequu baate, kun rakkinni tokko akka jiru kan argisiisu ta'uu danda'a kanaafuu yeroo kanatti nama sana dhaggeeffachuun qofti jajjabina isaaf kennuu danda'a. yaq.",KEEP,VALID,CONSISTENT,"if there is no smile in return, it could mean that there is a problem, and just listening to the other person may bring comfort. jas.","innis deebisee yoo seequu baate, kun rakkinni tokko akka jiru kan argisiisu ta'uu danda'a kanaafuu yeroo kanatti nama sana dhaggeeffachuun qofti jajjabina isaaf kennuu danda'a. yaq."
let us address that matter in the following article.,mata duree itti aanu keessatti waa'ee kanaa ilaalla.,KEEP,VALID,CONSISTENT,let us address that matter in the following article.,mata duree itti aanu keessatti waa'ee kanaa ilaalla.
what does this parable reveal?,fakkeenyi kun maal argisiisa?,KEEP,VALID,CONSISTENT,what does this parable reveal?,fakkeenyi kun maal argisiisa?
and what about the individuals mentioned at the outset? how did matters turn out for them?,namoonni keeyyata jalqabaarratti ibsaman gargaarsa yihowaa kan argatan akkamitti?,KEEP,VALID,CONSISTENT,and what about the individuals mentioned at the outset? how did matters turn out for them?,namoonni keeyyata jalqabaarratti ibsaman gargaarsa yihowaa kan argatan akkamitti?
"yes, death is the ultimate enemy from which the human race needs a rescue.",hojjettoonni balaa akka tasaatti ga uuf akka gaariitti leenjifamaniifi meeshaa barbaachisaa ta e hundaa qabanillee du a jalaa barabaraaf si oolchuu hin danda an.,KEEP,VALID,CONSISTENT,"yes, death is the ultimate enemy from which the human race needs a rescue.",hojjettoonni balaa akka tasaatti ga uuf akka gaariitti leenjifamaniifi meeshaa barbaachisaa ta e hundaa qabanillee du a jalaa barabaraaf si oolchuu hin danda an.
"when jesus invited them to follow him and become fishers of men, the bible states at once abandoning the nets, they followed him.","akka isaa wajjin bu an, akkasumas kan nama walitti qaban akka isaan godhu yeroo yesus isaan afeere maaltu akka raawwatame macaafni qulqulluun akkas jechuudhaan ibsa achumaan isaan kiyyoota isaanii achitti dhiisanii isa duukaa bu an.",KEEP,VALID,CONSISTENT,"when jesus invited them to follow him and become fishers of men, the bible states at once abandoning the nets, they followed him.","akka isaa wajjin bu an, akkasumas kan nama walitti qaban akka isaan godhu yeroo yesus isaan afeere maaltu akka raawwatame macaafni qulqulluun akkas jechuudhaan ibsa achumaan isaan kiyyoota isaanii achitti dhiisanii isa duukaa bu an."
jehovah used him to reveal the succession of kingdoms that would follow that world power.,"dan. yihowaan mootummaa addunyaa humna guddaa qabu sanatti aansuudhaan, mootummoota duraa duubaan ka'an mul'isuuf daani'elitti fayyadameera.",KEEP,VALID,CONSISTENT,jehovah used him to reveal the succession of kingdoms that would follow that world power.,"dan. yihowaan mootummaa addunyaa humna guddaa qabu sanatti aansuudhaan, mootummoota duraa duubaan ka'an mul'isuuf daani'elitti fayyadameera."
"that will never fail, or end.",jaalalli yoomiyyuu hin badu.,KEEP,VALID,CONSISTENT,"that will never fail, or end.",jaalalli yoomiyyuu hin badu.
he promised the psalmist david i shall make you have insight and instruct you in the way you should go.,"waaqayyo daawit faarfatichaaf abdii, waan gochuun siif ta'u sin hubachiisa, karaa irra adeemuun siif ta'u sittan argisiisa jedhu kennee ture. far.",KEEP,VALID,CONSISTENT,he promised the psalmist david i shall make you have insight and instruct you in the way you should go.,"waaqayyo daawit faarfatichaaf abdii, waan gochuun siif ta'u sin hubachiisa, karaa irra adeemuun siif ta'u sittan argisiisa jedhu kennee ture. far."
"kesia adds i learned to trust more completely in jehovah, and he has taken good care of us.",kaasiyaan itti dabaluudhaan akkas jetteetti yihowaatti caalaatti amanamuu baradheera innis akka gaariitti nu kunuunseera.,KEEP,VALID,CONSISTENT,"kesia adds i learned to trust more completely in jehovah, and he has taken good care of us.",kaasiyaan itti dabaluudhaan akkas jetteetti yihowaatti caalaatti amanamuu baradheera innis akka gaariitti nu kunuunseera.
"after israel s deliverance from egypt in the th century b.c.e., moses sent men to spy out canaan, but only of the spies caleb and joshua urged the people to have full trust in god and enter the land.","haata u malee, gaaddota kana keessaa saba sana yihowaatti akka abdataniifi biyyattiitti akka galan kan gorsan gaaddota qofa yommuu ta an isaanis iyaasuufi kaaleb turan. lak.",KEEP,VALID,CONSISTENT,"after israel s deliverance from egypt in the th century b.c.e., moses sent men to spy out canaan, but only of the spies caleb and joshua urged the people to have full trust in god and enter the land.","haata u malee, gaaddota kana keessaa saba sana yihowaatti akka abdataniifi biyyattiitti akka galan kan gorsan gaaddota qofa yommuu ta an isaanis iyaasuufi kaaleb turan. lak."
this inflamed the man with jealous rage. see the article our readers ask...,mootichis kana gaafa dhaga'u hinaafuudhaan aaree boba'e. mataduree gaaffii dubbistootaa...,KEEP,VALID,CONSISTENT,this inflamed the man with jealous rage. see the article our readers ask...,mootichis kana gaafa dhaga'u hinaafuudhaan aaree boba'e. mataduree gaaffii dubbistootaa...
"the implied answer is, no one!","far. deebiinsaa, eenyuyyuu hin dhaabatu kan jedhudha.",KEEP,VALID,CONSISTENT,"the implied answer is, no one!","far. deebiinsaa, eenyuyyuu hin dhaabatu kan jedhudha."
what will we gain by fearing the true god?,waaqayyoon sodaachuu keenyaan maal arganna?,KEEP,VALID,CONSISTENT,what will we gain by fearing the true god?,waaqayyoon sodaachuu keenyaan maal arganna?
the opening of the political space under mr abiy has lifted a lid on ethnic tensions.,sabboonummaan sabummaa bara bulchiinsa markist dargi araarama tokko malee ittifamaa ture akkasumas bara kurnan lamaan eprdf itti aanee dhufe.,KEEP,VALID,CONSISTENT,the opening of the political space under mr abiy has lifted a lid on ethnic tensions.,sabboonummaan sabummaa bara bulchiinsa markist dargi araarama tokko malee ittifamaa ture akkasumas bara kurnan lamaan eprdf itti aanee dhufe.
"yet, god did not even spare his own son.","ta'us, waaqayyo ilma isaatiif illee hin hille.",KEEP,VALID,CONSISTENT,"yet, god did not even spare his own son.","ta'us, waaqayyo ilma isaatiif illee hin hille."
christ also gave to the congregation gifts in men elders to shepherd god s flock.,"kana malees kiristoos dhiirota kennaa ta'an, jechuunis jaarsolii karra waaqayyoo tiksan gumichaaf kenneera.",KEEP,VALID,CONSISTENT,christ also gave to the congregation gifts in men elders to shepherd god s flock.,"kana malees kiristoos dhiirota kennaa ta'an, jechuunis jaarsolii karra waaqayyoo tiksan gumichaaf kenneera."
"i often thought about escaping, blessing explains, but i was afraid of what they would do to my family.","bilesiingi, yeroo baay'ee miliquuf nan yaadan ture garuu maatii koo irratti waa akka hin geessine nan sodaadhan ture.",KEEP,VALID,CONSISTENT,"i often thought about escaping, blessing explains, but i was afraid of what they would do to my family.","bilesiingi, yeroo baay'ee miliquuf nan yaadan ture garuu maatii koo irratti waa akka hin geessine nan sodaadhan ture."
it can help us to endure trials.,hafuurri kun qorumsa akka dandamannu nu gargaaruu danda'a.,KEEP,VALID,CONSISTENT,it can help us to endure trials.,hafuurri kun qorumsa akka dandamannu nu gargaaruu danda'a.
"because he made it a practice to obey jehovah even in seemingly minor matters, abraham kept his friendship with god healthy and flourishing.","abrahaam wantoota xixiqqoo fakkaatan irratti illee yihowaadhaaf ajajamuu amaleeffatee waan tureef, michummaan inni waaqayyoo wajjin qabu cimaa akka ta'u gochuu danda'eera.",KEEP,VALID,CONSISTENT,"because he made it a practice to obey jehovah even in seemingly minor matters, abraham kept his friendship with god healthy and flourishing.","abrahaam wantoota xixiqqoo fakkaatan irratti illee yihowaadhaaf ajajamuu amaleeffatee waan tureef, michummaan inni waaqayyoo wajjin qabu cimaa akka ta'u gochuu danda'eera."
"robert agrees, saying, serving here has strengthened our faith.","roobartis yaadasheerratti walii galuudhaan, bakka kanatti tajaajiluun amantii keenya nuuf cimseera jedheera.",KEEP,VALID,CONSISTENT,"robert agrees, saying, serving here has strengthened our faith.","roobartis yaadasheerratti walii galuudhaan, bakka kanatti tajaajiluun amantii keenya nuuf cimseera jedheera."
the apostle paul urged christians always rejoice in the lord.,"phaawulos ergamaan, yeroo hundumaa gooftaatti gammadaa!",KEEP,VALID,CONSISTENT,the apostle paul urged christians always rejoice in the lord.,"phaawulos ergamaan, yeroo hundumaa gooftaatti gammadaa!"
i have often been plagued by feelings of guilt and a lack of self worth.,balleessaankoo natti dhaga amuunsaafi ofiif kabaja dhabuunkoo baay ee na rakkisa ture.,KEEP,VALID,CONSISTENT,i have often been plagued by feelings of guilt and a lack of self worth.,balleessaankoo natti dhaga amuunsaafi ofiif kabaja dhabuunkoo baay ee na rakkisa ture.
"micah foretold the elevation of true worship above all other forms of worship, whether of false gods or of the state as a god.","mik. miikiyaas, waaqeffannaan dhugaa waaqeffannaa waaqayyolii sobaas ta'e waaqeffannaa biyyaa dabalatee, waaqeffannaa sobaa hundumaarra akka caalu raajii dubbateera.",KEEP,VALID,CONSISTENT,"micah foretold the elevation of true worship above all other forms of worship, whether of false gods or of the state as a god.","mik. miikiyaas, waaqeffannaan dhugaa waaqeffannaa waaqayyolii sobaas ta'e waaqeffannaa biyyaa dabalatee, waaqeffannaa sobaa hundumaarra akka caalu raajii dubbateera."
"colors, fabrics in bible times,",gantummaan milikkita barichaati!,KEEP,VALID,CONSISTENT,"colors, fabrics in bible times,",gantummaan milikkita barichaati!
"how did the israelites nearly come to war against their brothers, and how was that avoided?",israa'eloonni obboloota isaanii irratti waraana banuuf yaadanii kan turan maaliifi?,KEEP,VALID,CONSISTENT,"how did the israelites nearly come to war against their brothers, and how was that avoided?",israa'eloonni obboloota isaanii irratti waraana banuuf yaadanii kan turan maaliifi?
"furthermore, those holy writings were not one simple message from god.","kana malees, caaffanni qulqullaa'oon ergaa waaqayyo biraa dhufe tokko qofa kan qabatan hin turre.",KEEP,VALID,CONSISTENT,"furthermore, those holy writings were not one simple message from god.","kana malees, caaffanni qulqullaa'oon ergaa waaqayyo biraa dhufe tokko qofa kan qabatan hin turre."
nehemiah responded who is there like me that could enter into the temple and live?,"nahimiiyaan, mana qulqullummaa keessa dhokachuudhaan of oolchuu kanan yaalu sitti fakkaataa?",KEEP,VALID,CONSISTENT,nehemiah responded who is there like me that could enter into the temple and live?,"nahimiiyaan, mana qulqullummaa keessa dhokachuudhaan of oolchuu kanan yaalu sitti fakkaataa?"
"in the complex world in which we live, many decisions need to be made that involve our obedience to god.","biyya lafaa isa hunkuramaa kana keessa yommuu jiraannu, wantoonni murtoo waaqayyoof abboomamuuf goone nu jalaa mancaasan hedduun nu mudatu.",KEEP,VALID,CONSISTENT,"in the complex world in which we live, many decisions need to be made that involve our obedience to god.","biyya lafaa isa hunkuramaa kana keessa yommuu jiraannu, wantoonni murtoo waaqayyoof abboomamuuf goone nu jalaa mancaasan hedduun nu mudatu."
and his daughter replied do to me as you have promised.,"intalli isaas deebistee, akkuma dubbii keetiitti ana irratti raawwadhu! jetteen.",KEEP,VALID,CONSISTENT,and his daughter replied do to me as you have promised.,"intalli isaas deebistee, akkuma dubbii keetiitti ana irratti raawwadhu! jetteen."
